,ACCESS-CM2,ACCESS-ESM1-5,AWI-CM-1-1-MR,BCC-CSM2-MR,CanESM5,CMCC-ESM2,EC-Earth3,EC-Earth3-Veg,EC-Earth3-Veg-LR,FGOALS-g3,GFDL-ESM4,IITM-ESM,INM-CM4-8,INM-CM5-0,IPSL-CM6A-LR,KIOST-ESM,MIROC6,MPI-ESM1-2-HR,MPI-ESM1-2-LR,MRI-ESM2-0,NESM3,NorESM2-LM,NorESM2-MM,TaiESM1
115,25.8163,24.7628,27.7628,24.7956,27.2134,27.1906,24.9865,24.6848,27.267,26.9826,27.005,26.3316,27.2134,26.874,26.2475,25.9977,26.6811,21.394,27.6271,26.666,27.112,26.2192,24.6014,24.9109
116,26.3111,25.7335,27.9178,25.7152,28.0377,25.9616,25.5822,26.0732,26.1744,27.0963,26.7728,26.3527,26.4159,27.547,27.2531,26.2636,24.397,23.4658,27.7643,27.5992,26.9222,26.5507,26.3172,25.9972
117,24.4999,25.8831,27.7031,26.2151,25.0329,27.013,27.5432,26.6603,24.9043,27.929,25.5552,26.6584,25.9209,27.6186,27.5165,20.9368,25.6108,26.2219,27.5246,27.8567,26.2892,27.124,27.2857,26.997
118,23.0308,24.2158,27.7743,26.5286,24.591,27.3527,27.2017,25.4108,24.7185,27.8873,26.031,26.7564,25.857,27.1195,28.5219,22.9053,26.4388,25.7676,27.6951,27.9789,26.8657,26.992,27.1505,27.5595
119,22.9092,22.8983,27.483,26.7215,27.289,24.2517,25.9317,24.9444,26.8085,27.2635,27.8182,26.8242,26.1945,27.6597,28.9336,25.7159,27.02,25.7393,27.9081,27.9657,27.2389,24.5277,26.7981,27.8888
120,24.269,23.6187,27.3042,27.4246,27.9261,21.9844,25.8396,24.3921,26.756,27.8264,27.6688,26.9363,26.488,28.0223,29.5967,26.7664,27.6665,25.7144,27.508,27.4192,27.7927,22.7668,27.2102,26.9077
121,23.9316,24.1591,27.7696,27.9246,28.1113,22.9046,25.9061,26.5637,27.1578,27.7204,27.9327,27.3744,27.0066,27.8362,28.1897,26.8337,27.9193,27.1727,26.3697,28.0168,27.97,22.8004,26.1992,27.82
122,24.276,24.8377,27.9268,27.6944,28.4468,24.9272,23.2492,24.8845,27.5828,27.3297,28.4572,27.7075,27.5211,27.4281,28.0694,26.6673,27.5729,27.6729,26.7379,28.2789,28.2019,22.9698,26.577,27.827
123,24.796,26.0085,27.2778,27.2451,27.5025,25.5084,25.9294,26.2217,27.7253,28.0362,26.4478,28.0778,27.5084,27.6465,28.8433,26.337,27.2996,27.4447,27.0461,28.4091,28.1844,23.4856,24.6662,26.5318
124,25.2486,27.0426,27.2993,26.4246,27.6004,24.7245,26.2574,26.9111,27.737,27.8984,24.7967,28.4017,27.8687,27.5404,29.5698,26.6883,27.9629,27.4025,27.2615,28.7087,26.9141,20.1959,25.6122,26.4498
125,25.5534,27.2869,26.7398,25.7053,28.7083,25.9907,26.6673,27.4374,27.6918,28.0754,26.7902,28.2022,27.5155,28.1897,27.3035,26.9621,28.2844,28.075,27.8433,28.7971,25.8395,21.5532,27.0388,27.2888
126,25.3761,27.2897,27.6925,27.1391,27.044,26.6154,26.7096,27.6799,27.1313,28.2173,24.6654,27.0794,27.2913,28.5733,26.3065,25.6711,27.9071,28.1356,27.678,28.417,26.5311,23.4854,26.184,26.7616
127,25.6694,27.2209,28.239,27.3001,26.549,24.4699,27.1374,27.1821,27.4091,27.598,24.2351,26.1296,26.659,28.1025,26.9259,22.317,28.296,27.5443,27.4562,28.1403,27.1773,24.3763,24.7047,27.5682
128,24.7584,27.8427,28.2372,27.9599,25.8576,24.7458,27.2931,25.4488,27.0876,27.2796,24.9395,26.9069,27.1663,27.8392,26.5028,21.5728,27.2291,28.4236,27.1924,28.9217,26.9722,25.1857,25.3345,28.0769
129,25.073,27.515,28.3979,28.0422,25.249,25.016,27.3738,24.5503,23.9673,25.7774,26.855,27.3991,26.0692,27.9345,26.357,23.6384,28.1766,27.6559,27.3886,28.986,26.4606,26.2442,26.1895,27.4537
130,25.6458,26.7014,28.6434,27.5257,26.496,25.8779,27.4157,25.513,25.6092,27.6401,27.2667,28.1406,27.5431,28.5781,27.4078,26.384,28.1347,27.1075,28.0977,28.9654,26.3744,27.3148,27.6969,27.697
131,26.1376,27.178,28.5395,27.47,27.114,26.3478,28.1374,25.1546,27.027,26.5537,28.2731,28.1844,28.5352,28.6017,27.6648,26.579,28.6564,26.1851,28.1717,28.8285,27.3604,27.2551,28.4223,28.1643
132,26.4805,27.1521,28.209,27.5645,25.6857,27.3428,28.3506,26.1788,28.0289,28.2459,26.6511,28.2013,28.8605,28.1689,27.3372,26.5862,28.016,25.2262,27.1852,29.0177,27.6998,27.7197,28.7318,27.9972
133,25.4347,27.6788,28.0545,26.4471,25.4998,27.7008,28.6906,26.3126,28.1782,28.2553,27.5818,28.5058,29.2721,28.3988,28.2587,26.6551,28.6817,26.1803,26.9231,28.1691,27.1376,27.6822,28.7793,28.441
134,24.0191,27.8816,28.3994,27.6743,26.4039,27.9581,28.3849,25.7162,28.7289,27.6247,27.7142,28.187,29.8142,27.7625,26.5041,26.8114,28.9037,27.0525,26.9147,26.5531,27.1925,27.7047,27.5627,27.8121
135,24.8152,27.0795,28.7767,28.6842,27.4434,27.8774,28.013,25.98,29.6197,28.1652,26.2013,27.9041,29.2778,28.3361,22.4321,27.0152,28.584,28.5711,27.0245,27.5768,28.0399,28.3992,22.2649,28.5815
136,25.1612,27.9235,28.8127,28.4108,27.7911,27.092,28.7525,26.1563,29.5803,28.2629,25.6504,28.6424,28.9733,28.0816,24.9612,27.0145,28.9054,27.9223,26.6182,27.464,28.82,28.433,21.9072,28.3306
137,24.9506,28.5853,28.7842,28.377,27.0055,27.5938,28.7477,26.6282,29.3112,28.6829,27.2591,27.6518,29.6867,28.5599,26.5455,27.2506,29.0754,27.1103,26.5751,27.8301,28.8996,28.5325,24.4543,28.0766
138,24.9156,28.6137,28.4955,28.6561,27.7382,27.4582,28.957,26.9163,29.6545,28.5178,28.0112,27.5691,29.1712,28.8349,27.4249,26.1549,28.9863,25.5239,27.3867,27.6858,29.0355,28.9151,24.9274,28.2221
139,25.5814,28.8528,28.0946,28.2153,25.5897,24.2337,28.8228,27.2795,28.8614,28.6126,27.8304,27.9221,21.8053,27.9373,26.8594,26.0838,29.171,26.9307,27.6272,29.2503,28.7893,28.4408,25.7332,28.2764
140,26.1199,28.8923,28.863,28.3473,25.3581,24.3167,28.5762,28.1405,28.6477,28.4109,28.2157,27.7502,20.8769,27.1627,26.2593,26.7179,29.4666,28.2491,28.2675,28.8095,29.0221,28.0059,26.1922,28.8748
141,26.3374,28.786,28.2556,27.708,25.6516,26.242,29.0154,28.651,28.7784,28.7805,28.4599,27.8831,24.6018,27.8623,26.7883,27.7307,28.8178,28.1129,27.951,27.4346,29.6606,27.6194,26.9699,29.0618
142,26.113,26.5647,27.3777,27.0791,25.6548,27.4066,29.4188,26.2549,28.846,28.0402,28.3684,27.872,24.7219,28.1497,27.4219,26.9703,28.7301,26.661,27.8419,28.4707,29.621,27.5954,27.6355,29.2614
143,25.627,25.9881,27.0528,27.6101,25.7052,27.2595,29.019,23.989,28.8921,28.7404,29.1515,27.7231,26.17,28.7474,26.7997,27.097,28.4179,27.1326,28.0775,27.4751,29.6053,27.5163,27.6253,29.4362
144,25.7678,25.9109,26.5451,27.3562,25.7331,27.5407,29.2508,25.133,29.2712,28.5419,29.4985,27.6217,26.7416,29.1812,26.8142,27.7146,27.2389,27.4309,27.9365,27.9798,28.9777,27.0863,27.808,29.2895
145,25.3532,26.224,27.7967,26.7932,25.6492,27.9748,29.2987,27.661,29.2621,28.0489,28.5951,27.5707,26.8177,28.2788,27.5148,27.4315,27.3022,27.9445,27.355,28.9084,29.0585,26.9594,26.0301,27.6383
146,25.1576,26.9884,28.0029,24.9723,26.0338,26.5272,29.488,24.5495,29.6785,26.988,28.7015,27.6215,28.3471,27.8393,28.0337,26.4388,27.2619,28.0442,26.7033,28.715,29.5165,27.6918,27.9894,27.87
147,26.1218,26.4122,28.1791,25.6317,26.0778,27.219,28.3713,24.8613,29.5163,26.9763,28.8107,27.4511,28.1079,27.9955,27.7046,26.8151,28.8184,27.2896,27.5825,29.0151,28.9955,28.5424,27.4751,27.6288
148,26.7733,25.9772,28.471,27.2692,26.7001,28.1266,28.9633,26.4936,29.7358,26.2983,28.9355,27.3179,28.0084,27.4419,26.8479,26.7703,28.577,28.289,27.1032,26.1866,28.7479,29.0379,26.7701,27.2145
149,27.3042,26.028,27.796,28.6266,26.1262,27.8901,30.0536,28.2026,29.9483,26.0397,28.5712,27.3784,29.0077,28.2149,28.2354,26.1322,28.6143,28.3491,26.1698,26.5074,29.1242,29.3135,27.2547,28.3562
150,27.1003,25.6133,27.6302,29.1491,26.5137,27.8618,30.0929,28.5981,30.3955,27.3808,28.7352,27.8727,29.0089,27.7207,25.7877,24.5251,28.8965,26.3878,27.6282,26.8087,30.1971,29.4242,27.9236,29.2495
151,27.4527,25.2581,28.5699,28.9654,26.8383,28.0319,29.5952,27.5415,30.0293,27.3415,29.0079,28.037,29.3668,27.3854,25.744,24.4149,29.4985,25.5698,27.4089,29.1231,30.35,29.2685,28.63,29.0318
152,27.5583,25.5631,29.1157,28.1392,27.8707,28.1559,29.0516,28.2439,29.8003,29.3007,29.2399,27.6752,29.3542,27.85,27.2246,26.009,29.1524,26.9191,27.132,29.0677,29.8275,29.2482,27.5621,29.0694
153,27.9419,26.099,26.9285,28.9271,27.9913,28.5758,28.7378,27.7562,29.2599,28.422,28.834,26.6561,29.4838,27.5096,27.556,27.2077,28.7981,27.602,27.5162,28.0482,29.9024,28.9007,24.0086,29.1276
154,28.1393,27.1295,25.8928,29.1663,27.454,28.679,27.9034,25.6549,29.6873,28.1496,27.6229,26.9846,28.7929,28.4415,27.4667,27.5211,28.1669,28.5935,28.2855,28.9159,28.6683,27.6881,22.5633,29.1686
155,28.3989,27.5858,26.6182,26.4944,26.7187,27.3744,28.5399,26.6132,30.073,28.1399,27.9993,27.6756,28.4325,28.6573,27.5163,27.8606,29.8091,28.7402,27.9323,29.1022,29.457,28.8532,23.6022,28.6196
156,28.4869,28.0319,28.0586,26.084,27.9646,27.0157,25.3067,28.6139,30.1434,29.0446,28.2509,27.7756,28.6198,28.6144,27.5979,27.9376,28.608,27.9698,27.0028,28.6158,29.1007,28.4942,24.4491,29.5887
157,28.0133,28.2145,28.6119,26.8482,28.1442,25.4352,27.459,28.7253,30.6388,28.4683,27.2011,27.4515,28.5327,28.2922,27.7845,27.7118,27.7983,28.3771,27.4904,28.6008,28.0756,28.2821,26.3247,29.4854
158,26.5821,27.9395,27.915,28.9617,27.5046,25.8206,28.3471,26.4624,30.3725,27.5957,26.1856,26.9209,28.38,28.6986,28.2137,28.4431,28.6391,28.4215,28.2266,28.8031,27.5699,28.3987,28.3478,28.9213
159,27.2826,27.7624,27.88,27.8863,26.2857,27.9106,29.4341,25.3035,30.0796,24.5376,26.2296,26.6814,28.3429,28.5412,28.5423,28.4479,28.352,29.2735,28.1191,29.204,26.1929,28.769,28.5433,26.6719
160,27.2763,27.8171,28.5505,27.6698,27.308,27.9972,29.1165,26.7785,30.4362,23.8668,27.206,26.6082,28.7115,28.2365,28.6419,28.2409,28.1578,29.4882,28.5687,28.616,26.4621,28.9277,28.0843,24.9844
161,27.6375,27.905,28.736,28.4138,28.2519,26.1418,28.9407,27.23,30.8957,25.052,27.6679,26.4047,29.5642,28.3798,28.7825,28.6868,28.5208,29.3855,27.8442,28.7516,26.6085,29.3081,28.3919,25.8675
162,28.0016,28.2184,28.2601,28.6696,29.0153,26.2802,29.1314,28.1701,30.8635,25.6834,26.7051,27.0586,29.5825,27.7112,28.9744,28.5482,29.2627,29.6184,27.5186,26.4684,27.4296,29.3906,28.4245,27.1422
163,28.0849,28.1803,28.8974,28.8004,29.519,26.3613,28.9158,28.4117,31.333,27.6354,27.0364,26.4296,29.8168,28.014,28.4896,28.8008,29.2787,29.7531,27.6219,28.517,28.3497,29.3083,28.572,28.707
164,28.2786,28.359,29.3305,29.498,29.8649,25.5011,29.1465,28.9427,32.1884,28.5701,28.7012,25.5642,29.7065,28.1071,27.8579,29.0398,29.2206,28.9012,27.419,27.4237,28.2423,29.1732,28.8486,28.809
165,28.5282,29.4734,29.5021,28.5902,30.1707,26.625,29.3989,29.2827,29.7793,28.9762,28.5128,25.7448,29.5475,28.6859,27.5562,29.3735,28.4935,27.6837,28.2781,26.3285,28.2971,28.6447,28.7959,27.1848
166,28.815,28.6733,29.0303,27.7638,29.1706,26.7845,30.2279,30.0439,26.2165,28.9951,28.9162,25.5047,28.9639,28.3212,27.9526,29.487,29.0203,27.4378,28.9058,27.1979,28.9486,27.7619,29.282,28.3056
167,28.7582,28.272,28.7157,28.1232,29.7317,27.0444,30.3229,27.6792,23.86,27.9007,27.7612,25.3776,29.0605,28.189,28.5541,29.3857,28.3701,27.9098,28.279,27.9835,29.0125,28.0007,28.2673,28.8607
168,29.133,29.426,29.0297,26.085,28.6734,25.5332,30.3426,27.3693,26.4384,28.0838,27.5239,26.2511,29.2694,27.796,28.5518,29.5426,29.319,29.092,27.3024,28.8916,28.9951,29.0718,28.113,29.1987
169,28.883,29.4421,28.7246,27.3782,28.4348,27.7227,29.6757,28.6823,27.9383,28.7917,28.5646,27.4107,29.7627,26.749,28.2857,29.1311,28.2362,29.7237,27.1328,29.606,30.2193,29.6449,28.5377,29.6497
170,28.3413,29.4016,28.709,28.72,28.2101,27.9858,30.2616,28.1759,28.1651,29.2386,29.0054,27.9448,29.9772,27.8284,28.2659,28.4668,27.923,30.0262,28.2087,28.9994,29.2943,30.2483,28.9802,30.3986
171,27.7398,29.732,28.8017,28.3315,27.3642,27.9731,30.27,28.3123,27.8984,29.3778,28.7691,28.7596,29.0973,28.3138,28.5459,29.2006,27.9779,29.4081,28.9036,29.2366,29.0633,30.3313,29.1572,30.2742
172,27.1895,29.5403,29.1272,27.719,27.5163,28.6725,28.9829,29.3993,28.452,27.9241,25.0149,28.2903,29.4768,29.599,28.599,29.7253,27.825,29.2994,28.7636,29.7128,29.7381,30.5167,29.2997,29.5352
173,26.8248,30.0473,28.4738,28.3144,28.5358,28.6137,28.7665,29.046,28.3983,28.3969,24.7908,28.0979,29.2571,29.8713,28.3516,29.9795,27.5108,29.4032,28.852,29.8192,29.9589,30.2406,29.5164,30.1678
174,27.8206,30.2518,28.3182,29.101,29.7211,28.2922,27.3166,29.7345,28.7831,27.9625,25.5144,28.3576,29.13,30.3112,27.751,28.7562,28.9539,28.8414,28.7234,29.1357,30.1567,30.3146,29.4685,30.3661
175,27.9432,30.4607,29.0179,29.0133,30.2906,28.5105,27.3665,30.261,29.2524,25.7362,27.1669,28.466,28.9911,30.3291,27.5993,27.1947,29.3651,28.8683,29.1687,29.1378,29.8502,30.2632,29.4333,29.8165
176,28.3354,29.7231,29.5183,29.9768,30.3989,29.9202,27.3148,30.0615,29.2053,23.7537,28.4427,28.2923,29.1968,30.0446,28.1342,27.5348,29.0977,28.9161,29.5834,29.6375,29.6385,30.4949,29.2027,29.4371
177,28.7615,29.2799,29.9132,27.2084,30.5795,29.6933,28.4097,30.1173,29.8521,28.2096,28.5377,28.4359,29.8935,29.9009,28.4686,28.3032,29.2754,28.9962,29.2041,29.5152,30.0769,30.0247,28.2578,29.3983
178,28.9116,29.5799,29.5166,28.9029,30.832,29.4314,27.1877,30.0286,29.4637,27.0007,29.1539,28.3518,30.427,29.2816,28.4003,28.5881,29.8647,28.7537,28.7996,30.37,30.0317,30.2508,29.2178,29.2949
179,28.7795,30.1549,29.6089,30.285,31.0768,29.272,27.66,29.6305,29.625,28.9938,28.1985,27.9288,30.3331,28.5395,28.2843,28.4699,30.2791,29.4066,29.4002,30.5547,29.5251,30.1856,29.9272,28.5321
180,28.731,29.7235,29.8429,29.1767,30.9878,29.1467,26.0018,29.4731,29.6307,28.0998,27.7351,28.0285,30.5395,28.5769,28.2015,28.5989,30.1316,29.4941,29.9349,30.2712,28.5363,30.092,30.1861,28.7386
181,28.7975,29.7439,29.6632,29.3431,30.8667,29.2419,28.0933,29.4446,29.4765,29.0373,26.9679,28.6646,30.4943,29.0948,28.4093,29.0982,30.0693,28.99,30.265,30.2058,27.983,29.6325,30.0446,28.7932
182,27.9833,29.8138,29.9449,29.3129,30.2135,29.4039,28.9132,29.8464,28.7375,29.5044,26.3635,28.8363,31.1092,28.6678,28.6961,29.2237,30.3836,29.7883,30.9068,30.1787,27.7787,30.3702,28.2544,29.4448
183,28.4676,30.1825,29.7278,29.5738,29.4173,28.5473,29.4405,29.9794,27.7752,29.6973,28.1555,28.7637,31.1253,28.1576,29.0379,29.7543,30.0648,29.5059,30.7821,29.5635,26.9409,30.4077,27.6335,28.8872
184,28.7364,29.4247,28.6869,28.3252,28.6173,28.8185,29.6863,29.5728,25.8417,29.0492,28.5726,28.6585,30.7315,26.9244,28.2813,29.8758,29.9444,27.938,30.9356,28.8753,27.7715,29.7745,29.0904,28.8147
185,29.2884,27.1608,29.6605,27.1519,28.9291,28.8244,28.9073,29.4563,27.7333,29.589,28.8219,28.6939,30.4971,28.3346,28.2004,30.4144,29.2271,28.5251,30.7911,29.7908,28.1825,30.2249,29.2644,27.9214
186,29.1937,27.4226,30.0034,28.0656,28.6253,28.5011,28.6387,29.4627,28.8626,29.562,29.4325,28.5249,30.5997,27.443,28.6746,30.4248,29.8406,28.5369,30.6725,30.2329,27.8951,30.3458,29.5718,25.6772
187,28.7008,28.3133,29.5836,27.9485,27.675,28.6636,28.5326,29.118,29.3786,29.7498,29.4708,28.8927,30.8182,26.4842,28.8478,30.2076,28.3383,29.109,30.5742,30.0957,27.008,30.5464,29.6549,25.8273
188,28.9399,28.8021,29.2562,27.1929,27.3453,29.1387,28.736,29.6495,29.7773,29.8025,29.0392,28.5661,30.2148,28.0105,29.2767,29.5481,28.5405,29.7492,30.1809,30.0231,26.9901,30.4987,29.7772,28.3632
189,27.0231,28.7742,29.4458,27.2213,27.7381,28.4579,28.2863,29.9702,29.7287,30.0824,29.1102,28.4647,29.8112,28.6569,29.177,29.5681,29.6769,29.6468,29.8175,30.8222,26.7954,30.5432,30.0971,28.2284
190,26.5022,28.4096,28.8912,25.7572,28.3874,29.1251,28.428,30.1741,29.2832,29.6516,29.5867,28.5595,30.1105,29.3665,29.4736,29.2812,29.9112,29.2296,29.5652,30.6817,25.0842,30.6699,29.9245,28.7698
191,27.7254,28.6564,28.5549,26.9425,28.6032,29.2269,28.7086,28.784,29.8148,28.5882,29.6722,28.7506,29.5902,29.3923,29.5462,29.3673,29.5526,29.8091,29.1015,30.4242,27.3542,30.8972,30.2681,28.7469
192,26.6676,28.6657,28.7532,26.0607,29.0831,28.8809,28.5178,29.0694,29.2613,29.1572,29.7595,28.6664,29.1313,29.3821,29.8561,29.0213,28.5175,29.9278,29.2374,28.7421,29.5852,30.7923,30.4834,29.1898
193,27.8185,28.4005,29.3639,27.0321,29.0253,28.9731,28.8302,28.7691,28.307,29.5219,29.6466,29.1571,29.1366,29.6233,29.7588,28.5835,28.0769,29.9259,29.127,29.3098,29.9177,30.9409,30.2758,29.1141
194,27.3867,28.2321,30.2342,26.3259,28.7848,28.6647,26.8508,29.8073,29.3374,29.9898,29.9028,30.4615,29.7532,29.193,28.9772,27.7808,27.6062,29.4234,29.2582,29.2581,29.5598,31.3354,30.2096,29.2561
195,28.0435,28.5481,29.5685,26.2897,29.3088,27.8144,28.19,29.0191,29.2553,30.0987,30.3105,29.6185,30.0095,28.4258,27.3689,29.3159,28.618,29.5552,29.3496,29.4639,28.3406,30.7695,29.8815,28.8788
196,27.7287,28.2313,28.3548,27.54,29.1271,28.0701,28.6618,28.4124,29.0324,29.3676,30.3651,28.6185,29.7879,28.3903,28.6466,29.6863,28.3629,28.9947,29.5082,29.7996,27.7257,30.7795,29.8217,28.0615
197,28.2234,27.5605,28.3106,27.6374,29.5587,27.973,29.5855,29.1045,30.6992,29.7114,30.0642,28.1364,29.7106,28.218,29.247,29.6139,28.2388,28.6012,29.6198,29.557,27.5341,30.5845,29.9136,28.3214
198,28.1744,26.0076,28.524,28.6487,29.9548,28.3187,29.8727,29.3753,30.217,29.7727,29.6056,27.4973,29.4298,28.7941,27.8177,29.336,27.9034,28.1628,29.7514,28.8887,27.866,30.4336,30.8121,29.41
199,28.5205,26.7711,28.8515,29.1482,29.6158,28.9447,30.25,29.7462,29.3295,26.5811,29.4548,26.9475,29.5122,28.947,26.5397,29.7597,28.0615,28.3196,29.7313,28.1773,28.562,30.6181,30.8358,28.7914
200,28.4562,26.6462,29.0083,28.7853,30.0636,29.2443,29.5006,29.9814,30.4403,29.6152,29.5365,27.3564,29.4747,28.9618,29.0283,30.0264,26.8531,29.0703,29.5952,27.2164,28.5685,30.5059,29.2065,28.5754
201,28.9535,28.4209,29.3045,28.2137,29.9212,29.1614,29.1995,29.6597,30.6516,28.4737,29.5216,28.0736,29.7429,28.9089,28.9699,30.1948,28.0689,28.8098,29.3123,28.6707,28.6116,29.7722,28.8097,28.5736
202,28.9972,28.6747,29.1504,28.1965,29.3603,29.2169,29.6703,28.9427,30.8455,27.7501,29.468,27.6424,29.5988,28.6597,27.9279,30.3564,26.6779,28.9181,29.0972,28.6343,28.8992,29.072,28.5306,28.9925
203,28.9154,28.7198,29.3106,28.0569,29.2738,29.0403,29.1966,28.2679,30.8377,28.6549,29.8291,27.7586,29.756,28.5999,27.4268,30.3218,27.2854,29.0337,29.1955,28.3414,29.0494,29.0532,28.7005,29.7916
204,28.5374,28.2886,29.1784,28.561,29.4023,28.9722,28.7415,29.1356,30.9956,27.7421,29.7093,28.3313,30.5483,28.2017,28.036,30.0968,28.4657,29.0279,29.3575,28.4217,28.759,29.1706,28.9618,29.8386
205,28.5026,27.8054,28.2325,27.1547,29.346,29.2675,29.0101,28.5376,30.831,26.9859,28.8866,28.9195,30.8074,28.0293,28.0937,29.7558,28.5556,29.5166,29.0779,28.5679,29.5034,30.3798,27.8471,29.7381
206,27.9871,28.2654,28.3366,27.4904,29.1823,30.0728,28.7596,29.1223,30.6286,27.9576,28.8123,29.3004,30.7665,28.4141,28.2981,29.7688,29.0069,29.0345,28.9906,29.1014,29.4043,30.6063,28.0507,29.9123
207,28.188,29.0845,28.6583,28.1973,29.6346,29.7966,28.4675,28.4255,30.8921,28.6545,29.1891,29.6405,30.4261,28.2382,28.7459,30.0117,28.3994,29.3457,29.2039,28.6298,29.8653,30.6183,28.746,29.5574
208,27.9111,28.8604,28.6557,27.8477,29.1487,29.7592,29.299,28.6601,30.4859,28.4849,29.4323,29.1668,29.794,28.3603,28.5595,29.7438,28.5398,29.775,29.2777,28.3046,28.972,29.9595,28.7937,29.9648
209,27.976,28.5807,28.6607,28.2334,29.6518,29.7646,29.3695,28.9908,30.5851,28.0186,29.6832,28.8499,29.3042,28.4252,28.5398,29.4284,27.1879,29.9861,29.0046,27.2097,28.0947,29.9549,29.0222,29.8177
210,27.9231,27.9448,28.2488,27.8819,29.6101,29.3776,29.4658,28.955,29.9457,28.2636,29.5938,28.9436,29.0344,26.1608,28.7274,29.5161,27.732,29.713,28.223,28.7481,28.9586,29.8556,28.7292,29.9004
211,28.2934,27.7988,28.0484,28.6647,30.1218,29.6244,29.3674,29.8063,29.4145,27.9586,29.508,28.9286,29.2712,27.2537,29.2996,29.7037,28.2146,29.5487,29.1846,28.6276,29.0613,29.7243,28.8378,28.7134
212,29.0658,27.6434,28.4279,28.8792,30.1744,29.555,28.8944,29.765,29.0246,27.8918,29.6501,28.8618,29.1945,27.9742,29.8244,28.9579,28.2294,28.7942,29.975,28.2745,26.5607,30.2186,28.2408,27.7156
213,28.4373,27.6377,28.5426,27.337,29.1755,29.6017,29.3416,29.279,28.9254,27.7835,29.7162,28.438,28.6007,28.8334,28.6373,27.4601,27.6203,28.677,29.8809,26.7462,26.2592,30.5195,28.0878,28.0288
214,26.3635,27.9685,27.9749,28.2956,29.3641,29.9493,28.8626,28.3699,29.1312,28.6209,29.2192,27.5175,28.6804,28.7976,28.4354,25.8992,27.9157,28.9428,29.549,26.3634,27.3439,30.5026,28.1326,28.3169
215,26.5897,27.8522,26.3149,28.38,29.646,29.9951,28.455,28.247,29.0248,27.9835,26.213,27.5409,28.902,28.522,28.7437,26.1219,28.5673,29.0243,29.7273,26.3833,28.0949,30.2843,28.3054,28.581
216,27.7372,27.7398,25.8379,28.7105,29.0584,29.1458,28.5201,27.4006,27.1651,28.1898,26.9422,27.741,29.6418,29.1761,28.456,25.4781,28.8973,29.3258,29.8049,26.3688,28.1816,30.2715,28.3154,27.877
217,28.1347,28.2038,26.9182,29.362,29.1167,28.0919,29.0314,28.4929,27.778,28.3259,26.8129,27.3183,30.2679,29.1606,27.8938,25.3423,28.7718,29.7575,29.7425,26.1321,28.3802,29.6245,27.8451,28.1195
218,27.2817,27.9748,26.9761,29.9607,29.6376,26.2179,29.6169,29.5677,26.276,27.7145,29.4108,27.6935,29.481,29.0213,28.0189,26.8014,28.581,29.1695,29.5168,25.4736,28.9945,28.6936,28.2601,28.4383
219,26.3453,26.7817,26.6536,29.2832,29.5214,29.1882,29.1453,29.9736,27.0564,28.3162,29.0852,28.2196,29.5905,28.8767,27.9123,26.8093,29.0003,29.404,29.2968,27.0235,27.8553,28.3384,28.383,28.7989
220,26.959,26.2716,25.8884,28.9871,29.3898,29.7206,29.4676,29.6846,27.5197,28.1696,27.8966,28.1934,29.769,28.9309,28.2696,25.2773,29.6228,29.7103,28.8824,26.9059,27.0401,28.7255,28.7578,29.1107
221,26.3959,27.4078,26.2057,28.0055,29.0442,29.1282,29.0463,28.8437,27.887,28.076,28.6397,26.9203,30.213,27.831,28.3923,25.264,29.2981,28.8465,28.6881,27.3116,28.3832,29.6533,28.7891,29.1827
222,27.3755,28.1332,27.3104,28.9031,28.8478,27.4623,28.8081,28.2559,28.5194,28.1795,28.0067,25.973,30.4539,28.2128,28.0911,26.0461,29.5253,27.9668,28.8436,27.8304,30.1845,30.1021,28.7037,28.2025
223,27.719,28.3805,27.764,29.1689,28.59,27.5381,28.5909,28.3667,27.8949,28.1631,27.7223,26.9736,29.1196,28.5467,28.328,26.5662,29.5884,28.0963,28.4896,28.3483,28.6438,30.2248,28.8108,28.3934
224,27.9976,28.7388,27.217,28.8445,28.7291,28.0556,28.405,27.1042,29.2303,27.1232,28.2705,27.8341,29.5302,28.1902,28.4961,26.9037,29.9041,28.0532,28.2618,29.0153,27.3299,29.9103,28.5697,28.8202
225,28.1166,28.7442,27.94,28.7996,28.7182,27.9426,28.3211,27.7108,28.5054,26.2398,28.3503,28.3376,28.5645,28.1073,28.3173,27.0512,29.4248,27.6256,28.8064,28.6508,26.7539,29.1782,28.5985,28.1746
226,28.5914,28.0189,27.5275,29.0233,29.1063,27.6356,27.7114,29.0799,28.003,28.0492,28.3256,28.6666,28.103,28.2258,28.1013,26.5999,29.521,27.8659,29.3201,28.1139,26.3416,29.957,28.4741,29.3282
227,28.9847,27.891,27.6715,28.5071,29.1119,28.3828,27.0506,30.1518,28.6989,28.8162,28.557,29.4298,29.1901,29.1167,28.3787,26.6094,29.8658,28.784,28.9139,28.411,26.0893,30.0747,28.2901,29.066
228,29.2447,27.8858,28.276,28.8355,29.2515,28.6067,28.9426,29.3035,28.12,28.3289,29.1309,28.9404,29.2973,29.0855,28.7967,28.3817,29.7935,28.0254,28.4963,28.6758,26.0592,30.2387,28.6536,29.009
229,29.2222,27.7628,28.5803,28.7042,28.659,28.3379,28.2179,28.8837,28.6128,28.2643,28.1865,28.3276,28.9474,28.7393,29.0108,28.4638,29.5782,28.5018,27.965,28.5007,25.878,29.6158,29.4723,29.3144
